name,age_years,H1_fail_prob,H2_criticality,H3_overload_percent_h_year,load_profiles
Trafo_125,19.03287671232877,0.0188466,0.8,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_126,12.027397260273972,0.026655646,0.1,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_127,7.024657534246575,0.030417971,0.3,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_128,11.027397260273972,0.027579105,0.1,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_129,18.03287671232877,0.018244402,0.8,0.0,"[0, 0, 0, 438, 876, 1752, 2190, 3066, 438, 0, 0, 0]"
Trafo_130,16.03013698630137,0.02155156,0.2,0.0,"[0, 0, 0, 438, 876, 1752, 2190, 3066, 438, 0, 0, 0]"
Trafo_131,19.03287671232877,0.01898445,0.0,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_132,18.03287671232877,0.02003756,1.0,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_133,16.03013698630137,0.02083118,0.0,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_134,13.03013698630137,0.02168701,0.1,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_135,12.027397260273972,1.4940078e-16,0.1,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_136,38.04657534246575,0.007887691,0.3,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_137,2.021917808219178,6.28e-43,0.2,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_138,18.03287671232877,0.019150654,0.1,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_139,15.03013698630137,0.02327543,0.3,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_140,17.03287671232877,0.020481715,0.0,0.0699851581230734,"[0, 0, 0, 0, 262, 438, 876, 1752, 2190, 2628, 438, 175]"
Trafo_141,6.024657534246575,9.406574e-22,0.7,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_142,14.03013698630137,0.023206826,1.0,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_143,13.03013698630137,0.023521041,0.3,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_144,7.024657534246575,0.030846471,0.6,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_145,6.024657534246575,0.03352804,0.3,0.0699851581230734,"[0, 0, 0, 0, 262, 438, 876, 1752, 2190, 2628, 438, 175]"
Trafo_146,12.027397260273972,0.025578842,0.1,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_147,19.03287671232877,7.285329e-08,0.9,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_148,15.03013698630137,4.5825132e-11,0.2,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_149,36.04383561643836,0.008560394,0.2,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_150,11.027397260273972,5.972275e-14,0.6,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_151,25.03835616438356,0.014689268,0.0,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_152,2.021917808219178,0.041914556,1.0,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_153,6.024657534246575,0.028217979,0.1,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_154,34.04383561643836,0.010172557,0.9,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_155,23.035616438356165,0.000192443,0.2,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_156,31.041095890410958,0.011498371,0.0,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_157,11.027397260273972,2.8995357e-15,0.0,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_158,26.03835616438356,0.014070194,0.6,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_159,11.027397260273972,0.024204357,0.2,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_160,7.024657534246575,0.027488787,0.0,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_161,16.03013698630137,0.020215183,0.8,0.0,"[0, 0, 0, 438, 876, 1752, 2190, 3066, 438, 0, 0, 0]"
Trafo_162,34.04383561643836,0.015361973,0.3,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_163,15.03013698630137,0.02327543,0.8,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_164,19.03287671232877,0.019121457,0.7,0.0699851581230734,"[0, 0, 0, 0, 262, 438, 876, 1752, 2190, 2628, 438, 175]"
Trafo_165,1.021917808219178,0.04388766,1.0,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_166,17.03287671232877,0.021088852,0.2,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_167,13.03013698630137,0.025260832,1.0,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_168,15.03013698630137,4.5825132e-11,0.8,0.0,"[0, 0, 0, 438, 876, 1752, 2190, 3066, 438, 0, 0, 0]"
Trafo_169,13.03013698630137,0.023402689,0.2,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_170,10.027397260273972,1.4907919e-16,0.3,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_171,36.04383561643836,0.009150988,0.4,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_172,25.03835616438356,0.014599396,0.5,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_173,6.024657534246575,0.026654541,0.0,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_174,17.03287671232877,0.020105392,0.3,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_175,3.021917808219178,0.038217805,0.0,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_176,27.03835616438356,0.013582378,0.1,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_177,14.03013698630137,0.023649529,0.3,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_178,33.04383561643836,0.010522087,0.1,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_179,13.03013698630137,0.025348032,0.8,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_180,12.027397260273972,1.4940078e-16,0.1,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_181,3.021917808219178,0.03973007,0.1,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_182,8.024657534246575,0.026101906,0.0,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_183,19.03287671232877,0.018079437,0.3,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_184,36.04383561643836,0.008763759,0.4,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_185,28.03835616438356,0.01310582,0.0,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_186,19.03287671232877,0.018489351,0.3,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_187,28.03835616438356,0.06234409,0.8,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_188,31.041095890410958,0.23116428,0.1,0.0699851581230734,"[0, 0, 0, 0, 262, 438, 876, 1752, 2190, 2628, 438, 175]"
Trafo_189,15.03013698630137,5.931713e-10,0.1,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_190,22.035616438356165,0.01602467,0.0,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_191,18.03287671232877,0.018499166,0.3,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_192,12.027397260273972,7.8803083e-13,0.2,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
